id	category	descript
433	PAS	Love the Jazz bands on Fri and Sat.
434	PAS	Check out the secret back room.
435	FOOD	My husband and I enjoy Sangria.
436	FOOD	The food is inventive but still keeps traditional indian flavoring.
437	MISC	The New York Times has reviewed this place three times already, you know it's going to be good.
438	PAS	I recieved prompt service with a smile.
439	FOOD	Unlike HH up the block, this place actually gives you hearty and hot bagels this town is known for.
440	FOOD	They have some great entrees here as well.
441	MISC	I love this place!
442	MISC	I went here in the afternoon with a friend.
443	MISC	Ive passed by the spot tons of times always wanting to go in.
444	PAS	Besides having the table we had been promised given to other restaurant patrons twice before we were actually seated, we were served dishes we hadn't ordered three times, received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked), and charged $45 more than we should have been on our bill.
445	FOOD	It was huge, delicious, fresh, and will be the reason we return.
446	MISC	I would recommend this place to anyone and would without a doubt come again.
447	MISC	It saves walking in and waiting for a table in the often noisy, crowded bar at dinnertime.
448	FOOD	Fresh, authentic, french cuisine in substantial portions.
449	FOOD	The food is delicious.
450	FOOD	Try the Pad Thai, it's fabulous and their prices are so cheap!
451	MISC	This is one of my favorite restaurants and it is not to be missed.
452	MISC	This Thai restaurant is a couple blocks away from Sripraphai (another delicious Thai restaurant).
453	PAS	The staff is incredibly helpful and attentive.
454	PAS	The place itself is beautiful the bar scene seems to be happening.
455	MISC	Everything that happened was not even up to mediocre.
456	FOOD	Based on the reviews for dinner, this is a place I would reconsider revisiting for that, but definitely not for Dim Sum again.
457	MISC	No, really.
458	PAS	A cheap eat for NYC, but not for dosa.
459	FOOD	The menu is Prix Fixe, so be prepared to spend at least $60 per person, but it is Well worth itsuperb food.
460	PAS	Friendly and informative staff, very attentive and prompt raw bar service.
461	PAS	The decor is really blah, and not at all hip or happening.
462	PAS	There is no excuse for such lousy service!
463	FOOD	Price and quality of fish alone will keep us from making a return visit.
464	PAS	You can't say its cheap because food is cheaper in Chinatown.
465	MISC	I drop more dollar bills here than your uncle after a weekend at Scores.
466	PAS	Until you realize that their five minutes is meaningless and your wait may be anywhere from two to twenty minutes it may be frustrating.
467	FOOD	Mermaid Inn is an overall good restaurant with really good seafood.
468	MISC	I would highly recommand requesting a table by the window.
469	FOOD	One of my favorites though was the Angry Lobster, a cold lobster salad that was magnificent.
470	MISC	I heartily recommend.
471	PAS	Inside is a little cramped, but to be expected.
472	FOOD	The bagels are fabulous.
473	MISC	Pricey, but worth a try, at least once.
474	MISC	We were sorry to check them off our list as we had enjoyed and recommended the place in the past.
475	FOOD	It can be a little confusing as to where one goes to order, but once the food is ordered, you are in for a treat.
476	MISC	Amazing!
477	FOOD	The food is decent at best, and the ambience, well, it's a matter of opinion, some may consider it to be a sweet thing, I thought it was just annoying.
478	FOOD	My wife and I will usually only order one primi and one secondi and split them, as they tend to offer large portions.
479	FOOD	The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced.
480	PAS	Won't or Can't is not in the service directory.
481	PAS	It's easy to get a table for a large group and you don't get hustled out.
482	FOOD	In fact, while leaving the place we saw two people looking at the menu, and I couldn't help telling them that the food was horrible.
483	MISC	Don't look down your nose at me like that...
484	MISC	Have eaten at Ginger House several times, and it's always good.
485	MISC	wow! how have i missed this one ,tried Long Tan last week for the first time and now know what the NY TIMES and many more in the neighborhood already knew.
486	PAS	Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.
487	FOOD	Such nice people working here - but I have to review the food.
488	PAS	There are other people waiting!
489	FOOD	delicious bagels, especially when right out of the oven.
490	MISC	I do suggest to ask to be seated upstairs if you are looking to be a little cozy.
491	FOOD	The fried rice is really good too.
492	FOOD	Service was devine, oysters where a sensual as they come, and the price can't be beat!!!
493	PAS	Jimmy's is hands down the hottest night spot in the Bronx.
494	MISC	Will give it another chance before I write it off.
495	PAS	Like others have said, don't expect the restaurant to make a nite out romantic for you and yes, a busy restaurant may require you to wait.
496	FOOD	Salads were fantastic.
497	MISC	You cannot go wrong at the Red Eye Grill.
498	MISC	We were worried we would have trouble getting in, but somehow managed to have a short wait.
499	FOOD	No gimmicks here -- the food speaks for itself in its freshness and preparation.
500	MISC	Terrible experience.
501	FOOD	Everything at Sala Thai is tasty and well-portioned.
502	FOOD	The eggplant parmesan is also great, and my friend who grew up in Manhattan claims that no one serves a better baked ziti with meatsauce.
503	FOOD	The workers there also absolutely load the bagel with cream cheese (gets a little messy).
504	MISC	I just read Mocaramel's review and felt compelled to respond.
505	MISC	It is by far my favorite restaurant in Brooklyn.
506	PAS	There is a real gallery of stars that have visited.
507	MISC	Bleecker St Pizza is the best!
508	FOOD	The seafood is amazing, there's a good wine list, and the ever-changing menu always offers some great surprises.
509	FOOD	Highly recommend this as great value for excellent sushi and service.
510	FOOD	The menu is nothing like the one on the website.
511	FOOD	I've had the chicken with garlic sauce, chicken with black bean sauce, and hunan chicken.
512	MISC	The place is a lot of fun.
513	MISC	Another great place to take out-of-towners!
514	MISC	The neighborhood was nice though so check out another restaurant instead.
515	MISC	I wasn't thrilled to have to wait on line for thirty minutes, but I guess that's the price you pay for a popular place.
516	MISC	And I've been to many NYC delis.
517	FOOD	The wine is always good, the tapas are always yummy, especially with the warm pita bread.
518	FOOD	Even after getting pushed out by the no-class Famous Ray's, Sal has risen again to carry on his father's uncle's legacies with a smile, true love for his community, and let's not forget the Outstanding Pizza!
519	FOOD	Even the pasta is delicious here (a rarity in New York pizza restaurants).
520	MISC	One of the more authentic Shanghainese restaurants in the US definitely the best in Manhattan Chinatown.
521	PAS	The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.
522	MISC	Definitely a great spot for a nice occasion or date.
523	MISC	P.S. Please don't tell anyone in my family i eat there.
524	FOOD	Never in my life did I think that I could be satisfied both in taste and in quantity for $3.00 in NYC.
525	FOOD	The food is outstanding and the service is quick, friendly and very professional.
526	MISC	Growing up in NY, I have eaten my share of bagels.
527	FOOD	While most people can attest to spending over $50 on drinks in New York bars and hardly feeling a thing, the drinks here are plentiful and unique.
528	FOOD	Taxan delicious!
529	FOOD	And really large portions.
530	PAS	Great bar, most gorgeous bartenders you've ever seen (specifically the blond lady).
531	MISC	Our son loves pizza and we have a certified Neapolitan pizzaria in our home city (Seattle), we liked this nearly as much - and the differences were more about personal preference than any reflection on either restaurant.
532	FOOD	The food inludes famous scrumptious bombay style chaat such as bhelpuri, sevpuri and samosa chaats, as well as other great indian appetizers.
533	PAS	Secondly, on this night the place was overwhelmed by upper east side ladies perfume.
534	PAS	Always great service!
535	MISC	Great neighborhood joint.
536	FOOD	I would definitely go back -- if only for some of those exotic martinis on the blackboard.
537	FOOD	I am amazed by the poor reviews- I find this place to be standout Italian in an area flooded with Italian- great prices, great atmosphere, good service and a wonderful wine list.
538	FOOD	While we thoroughly enjoyed the food, it was annoying to scream across the table for conversation.
539	MISC	We come from New Jersey to eat at Kinoko.
540	FOOD	Spreads and toppings are great - though a bit pricey.
541	FOOD	We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.
542	FOOD	I have never better enjoyed humble root vegetables or a mushroom consomme - and this chef accomplishes without fats.
543	FOOD	Lahore is a great place to duck into late-night when you need some really tasty food on the cheap -- you'll likely have trouble finishing the amount of food you get for FOUR DOLLARS.
544	MISC	Since my first dinner I have had the chance to have brunch at Orsay 3x.
545	FOOD	The plain pizza was soggy and the creative wild mushroom(third generation-Fornini) pizza we had was drenched with truffle oil in the middle( again making it soggy) and nothingon the rest.
546	PAS	As many other reviewers noticed, your order is often slow to arrive - this is particularly true in the evening but is not a problem during lunch time.
547	MISC	You can do it here.
548	FOOD	even the wine by the glass was good.
549	FOOD	Three page wine menu, one page entree and horedevous.
550	PAS	Could be pricey without a prix fixe meal.
551	FOOD	While Sapphire is certainly not lacking in ambiance, and probably has the best decor of any Indian restaurant I have been to in New York City, the food was not what I had hoped for.
552	FOOD	If you have a dumpling fetish i suggest you try some here!
553	MISC	There is nothing more pleasant than that.
554	FOOD	it's delicious!
555	FOOD	Joya used to be a cool spot with decent food and a colorful - if not relaxed - atmosphere.
556	MISC	Please take my advice, go and try this place.
557	FOOD	Great friendly service, Fast seating, Fast Delivery, Excellent sushi.
558	PAS	I almost hesititate to write a review because the atmosphere was so great and I would hate for it too become to crowded.
559	PAS	It's a shame that a nice, convenient place like the Pink Pony can be so ruined by lousy service.
560	PAS	Forget the rush and the wait and the noise (which isn't actually that bad), I mean please, who goes to a steakhouse to be coddled and romantic?
561	FOOD	The food was pretty tradional but it was hot and good with large portions.
562	FOOD	Try the green curry!!!
563	PAS	But the staff was so horrible to us.
564	PAS	The counter service is bad.
565	MISC	I've had pizza both times and the caprese salad appetizer.
566	FOOD	Great place to grab a hot bagel on the way to work.
567	FOOD	Our agreed favorite is the orrechiete with sausage and chicken (usually the waiters are kind enough to split the dish in half so you get to sample both meats).
568	FOOD	Fish is so very fresh.
569	FOOD	The barebecued salmon is elegantly spiced and not at all dry.
570	PAS	Regardless of whether there are two people or two hundred people ahead of you the hostess will take your name and tell you Five minutes.
571	PAS	The waitstaff were attentive, polite and helpful - an impressive feat in such close quarters.
572	PAS	The staff was the friendliest that have seen in New York.
573	PAS	Scalina Fedeli reminded me why service is so integral to fine dining.
574	PAS	They forgot a sandwich, didn't include plastic forks, and didn't include pita with the hummus platter.
575	FOOD	I got an excellent piece of cheesecake and we had several other nice pastries.
576	MISC	At first I was slightly skeptical because it was a sushi restaurant in the middle of NYC.
577	FOOD	Incredible food at a very agreable price brings me back just about every other day to this authentic Thai restaurant.
578	MISC	I look forward to eating here again
579	FOOD	They smell like they stuff them with old canned vegetables like the spinach mushroom calzone.
580	FOOD	The fish is fresh and each piece is sliced to perfection and seasoned by the sushi chef (usually with a little fresh wasabi and soy sauce but also sometimes with some sea salt).
581	FOOD	This place is a great stop for great food.
582	FOOD	If you are someone who appreciates the same things but hope to have food to spare or share, Kai may not be the best option.
583	FOOD	I had a terrific meal, and our server guided us toward a very nice wine in our price range, instead of allowing us to purchase a similarly priced wine that wasn't as good.
584	MISC	My family and I ate here last night for our annual Christmas dinner with the family members who would rather spend the holidays with friends out-of-town.
585	MISC	I think that it is absolutely brilliant and well runned business operation.
586	FOOD	I just wonder how you can have such a delicious meal for such little money.
587	PAS	The price is reasonable although the service is poor.
588	FOOD	Quite frankly, this is some of the worst sushi I have ever tried.
589	FOOD	My husband and I enjoyed each of the 6 taste size portions and left completely full.
590	PAS	(food was delivered by a busboy, not waiter) We got no cheese offered for the pasta, our water and wine glasses remained EMPTY our entire meal, when we would have easily spent another $20 on wine.
591	MISC	we were seated at the sushi bar in front of yasuda.
592	MISC	Kudos to Po!
593	PAS	It can be a very fun experience with a group, and kids (6 and over) would love it.
594	PAS	And I say snacking because it really is not set up to be a proper dinner.
595	FOOD	Food was average and creme brulee was awful - the sugar was charred, not caramelized and smelled of kerosene.
596	FOOD	Plenty of choices to make your own creation.
597	FOOD	The food was just OK, at least for what food was available.
598	MISC	its a little out of the way if you don't live in the neighborhood, but definitely worth the trip from wherever you are.
599	MISC	They are opening two more places as i saw a flyer there one in Yonkers which is a restraunt and banquet hall and another one in parsipanny new jersey.
600	MISC	I work around the corner and tried it with a colleague for the first time.
601	FOOD	The dosas are skimpy, unattractive and drip with grease, and personally I'd drink popcorn topping before I'd eat another one of these.
602	PAS	But the thing that my wife and I hated was it was so loud and it felt like 'bar' or 'pub'.
603	PAS	First, the waiter who served us neglected to fill us in on the specials, which I would have chosen had I known about them.
604	FOOD	The food is spectacular, from the appitizers to the main course, and then of course the desserts, (WOW) you'll need no more.
605	FOOD	The fillings may be unconventional but the dosa batter is definitely authentic and the combinations very tasty.
606	MISC	One less manhattanite the better.
607	MISC	Can't wait wait for my next visit.
608	PAS	This big draw is the all you can sushi here for $19.95!
609	MISC	Something about them being busy with holiday party's.
610	PAS	Very good service and very good prices.
611	FOOD	None of that yucky whipped stuff.
612	PAS	It is expensive but well worth the money.
613	FOOD	This is the BEST Shabu-Shabu Restaurant in the Try-State Area.
614	PAS	It was pretty inexpensive too.
615	MISC	I'm not sure why these other reviewers are whining so much.
616	FOOD	Great bagels, spreads and a good place to hang out in.
617	MISC	Skip Baroanda down the street (Eurotrashy, snooty and expensive) and check this place out!
618	MISC	Restaurant snobs need not bother, this is a small, neighborhood kind of place.
619	MISC	I've overheard comments from him to his employees that should not have been delivered in the dining area and I've been sitting there while he lectured another customer.
620	FOOD	The food is very good for it's price, better than most fried dumplings I've had.
621	MISC	Wondering who had the best deals we noticed a line had formed to wait for this one particular establishment.
622	PAS	still stay away, the table next to us walked out after my table and aanother were serves eventhough they were there much longer...
623	FOOD	I'm happy to have Nosh in the neighborhood and the food is very comforting.
624	PAS	The place was real empty but that was because this was the first Sunday they ever opened.
625	MISC	The only thing I could get attention from was one of at least two cats running around that kept batting at my table.
626	MISC	For asian fusion, there are many places further downtown.
627	MISC	However, I was there for a work dinner not long ago when my colleague from London noticed a very large waterbug on the ceiling.
628	PAS	The service was a bit slow, but they were very friendly.
629	MISC	Even with John's and Joe's around the corner, this place will make a name for itself.
630	FOOD	Over price, and small portions .
631	FOOD	We actually gave 10% tip (which we have never done despite mediocre food and service), because we felt totally ripped off.
632	PAS	The waitresses are nice--also you can just get counter service sit.
633	MISC	HIGHLY RECOMMENDED!!!!!
634	MISC	I recommend that you try this hidden spot which will surely blowup very soon
635	FOOD	If you want Americanized Chinese food with your usual watery, generic white sauce, this is your place.
636	MISC	I HATE HATE HATE this place.
637	FOOD	The owner is very friendly and a great guy, go try his pizza, you'll like it!
638	MISC	I was at Rao's last Wed.
639	FOOD	The appetizers are just OK and the main courses were decidedly subpar.
640	PAS	Always a nice crowd, but never loud.
641	FOOD	Great food (spinach and corn dumplings and massamman curry), very friendly and no nonsense service and a clean and funky bathroom.
642	FOOD	The spicy Tuna roll is huge and probably the best that I've had at this price range.
643	PAS	The service was poor, restaurant poorly lit, staff not very attentive and I would have rather eaten at a Mcdonald's than this joint.
644	MISC	Eating in, the atmosphere saves it, but at your desk, it's a very disappointing experience.
645	FOOD	The food was great and the service was even better.
646	MISC	My husband and I thougt it would be great to go to the Jekyll and Hyde Pub for our anniversary, and to our surprise it was fantastic.
647	MISC	He can't help, they're bought up so fast.
648	MISC	So I've never actually been to M proper, but I've had it delivered a few times.
649	PAS	and you can't beat the prices.
650	FOOD	Dessert - can't be missed, so save room!!!
651	MISC	for Meetball Night.
652	FOOD	i don't usually order wine with indian so i can't comment on their wine list or their wines.
653	MISC	A Thai restaurant out of rice during dinner?
654	FOOD	Someone else recommended the dessert - we also left that.
655	FOOD	Just straight up cheap, good food.
656	FOOD	Very romantic fires - I've literally spent hours at Lanterna, drinking wine from their extensive wine and enjoying the ambience.
657	FOOD	I would highly recommend this place to anyone who is looking for a fine Indian dining experience that is definitely a value for your dollar.
658	PAS	There was no ambiance.
659	PAS	I love this cozy around the way Rest.
660	MISC	This quaint and romantic trattoria is at the top of my Manhattan restaurant list.
661	MISC	Anyone who ever dined at a thai restaurant is in for a huge disappointment.
662	FOOD	The food is good, I can't lie.
663	FOOD	The only thing I moderately enjoyed was their Grilled Chicken special with Edamame Puree.
664	MISC	Thank You Emilio.
665	MISC	When we were finally seated our waitress came by twice-1 for our order and 2-for our check.
666	PAS	The table next to us asked if he crushed the grapes himself when their long overdue bottle of wine finally arrived.
667	MISC	yourself a favor and have dinner here and see if you dont agree with me.
668	MISC	My entire family was horrified.
669	MISC	I live a block away and go to Patsy's frequently.
670	MISC	Highly recommended to all!
671	FOOD	The sauce on the pizza is sooo good with garlic and fresh tomatoes and they don't skimp.
672	FOOD	The pizza was really good.
673	FOOD	The food is reliable and the price is moderate.
674	FOOD	Really tasty spring rolls and noodles for a good price though.
675	FOOD	- for dessert we split chocolate cake and vanilla gelato (with espresso), which were tasty, but I thought a bit overpriced.
676	FOOD	I ordered the chu chu curry and my friend ordered the pad thai chicken.
677	FOOD	From the appetizers we ate, the dim sum and other variety of foods, it was impossible to criticize the food.
678	PAS	Bartender was unable to tear himself away from friends at bar.
679	FOOD	Try everything for that matter, it is all good.
680	FOOD	Great food, good size menu, great service and an unpretensious setting.
681	FOOD	The blond wood decor is very soothing, the premium sake is excellent and the service is great.
682	FOOD	$20 gets you unlimited sushi of a very high quality- I even took a friend here from Japan who said it was one of the best sushi places in the US that he has been to.
683	PAS	The staff offers impeccable service.
684	MISC	Be careful, when they say spicy, they mean it!
685	MISC	You can also special order any kind of dumpling,etc.
686	FOOD	Anyway, the food is good, the price is right and they have a decent wine list.
687	MISC	I would definitely go back for a very special occasion, but not for regular fine dining.
688	MISC	I will be going back and heartily recommend it!
689	FOOD	If you go here - your focus should be the Tamarind Margaritas.
690	FOOD	Great food and the prices are very reasonable.
691	MISC	A defitely must visit.
692	PAS	Not a large place, but it's cute and cozy.
693	PAS	While the staff at this little bistro is very friendly, I have never experienced more incompetency.
694	PAS	I REALLY ENJOYED THE SHOWS PUT ON BY THE ACTORS.
695	FOOD	They have it all -- great price, food, and service.
696	PAS	The decor is nice, but more casual than fine dining.
697	FOOD	The pickles were great addition.
698	FOOD	The wine list is extensive and impressive.
699	FOOD	The first time I went, and was completely taken by the live jazz band and atmosphere, I ordered the Lobster Cobb Salad.
700	FOOD	Mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).
701	PAS	The staff is very attentive and we can almost always get a table.
702	PAS	Has the chef and owner changed???
703	MISC	I have been in many restaurants all over the city and Roth's Steakhouse has quickly become one of my favorites.
704	PAS	Romantic if you want it to be (brightly lit).
705	PAS	Have always found that the waiters will go out of their way to be helpful, despite the fact they are often busy with lots of diners.
706	FOOD	As I made the title, it's an affordable restaurant for great taste.
707	PAS	An excellent service
708	FOOD	The staff makes you feel at home, the food is great and the atmosphere is WONDERFUL!
709	FOOD	After complaining about the chicken dish, the manager came over to tell us that, no one had ever complained before, and that we just didn't know what the dish was supposed to taste like.
710	MISC	There is usually a wait but it is well worth it.
711	MISC	Go there on an empty stomach and leave feeling like a baby Veal Calf(ok bad joke), but you will see.
712	PAS	Okay service.
713	FOOD	The food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries.
714	MISC	The problem is just that-it is a sometimes kind of affair.
715	FOOD	they were dry and disgusting, i didn't even finish my first piece.
716	PAS	The only disappointment was the coat check girls who didn't seem to know what a customer is on a realtively non-busy night (for the coat check girls).
717	FOOD	Because of the delicate thin crust, take-out pies get soggy in their boxes.
718	MISC	Do yourself a favor and walk the extra avenue from joe's to eat here.
719	FOOD	Their sake list was extensive, but we were looking for Purple Haze, which wasn't listed but made for us upon request!
720	PAS	Acceptable prices.
721	PAS	People dress in suits or evening gowns as well as shirts jeans.
722	PAS	Ambiance is barely romantic but management tries.
723	PAS	The in-house lady DJ on Saturday nights has outrageously good taste in music, and moreover, takes requests.
724	MISC	wont come back again for sure!
725	MISC	A big disappointment, all around.
726	MISC	My friend from Milan and myself were pleasantly surprised when we arrived and everyone spoke italian.
727	FOOD	The flavors are very fresh and pretty inobtrusive, nothing flashy.
728	FOOD	Decent Thai food in cute - though a bit dank - little Nolita hangout, BUT service terrible.
729	MISC	Go girls!!!
730	PAS	They are FAST.
731	MISC	my wife and i have been going to nyc for years and wouldn't miss roxy,s food is expensive but it's new york!
732	FOOD	Dip the ingredients in with your chopsticks, swirl them around, and eat.
733	FOOD	The food was authentic.
734	PAS	The staff ignored my friends and I the entire time we were there.
735	FOOD	BE CAREFUL before you request extra spice.
736	MISC	This place is to be avoided.
737	FOOD	The pizza is yummy and I like the atmoshpere.
738	MISC	A friend from Seattle and I went on a Thursday night around 8:30.
739	PAS	The place is a little tight and on a cold day, the seating by the entranceway can be pretty drafty.
740	FOOD	We ordered the special, grilled branzino, that was so infused with bone, it was difficult to eat.
741	MISC	(Besides that there should be more restaurants like it around the city).
742	MISC	My friends and I came across this place while walking in the village.
743	FOOD	Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.
744	MISC	I ate here for the first time and absolutely loved it!
745	MISC	A guaranteeed delight!
746	FOOD	I plan to come here again and look forward to trying their assortment of bruschetta, panini's.....
747	MISC	I thought I had died and gone to heaven.
748	PAS	Granted the space is smaller than most, it is the best service you will find in even the largest of restaurants.
749	MISC	Can't wait to go back.
750	PAS	The ceiling is amazing!
751	FOOD	$160 for 2 filets, 2 sides, an appetizer and drinks.
752	MISC	Thanks Bloom's for a lovely trip.
753	PAS	A narrow corridor leads to a tiny space where there are three tiny white tiled counters, a great deal of mess (stacks of bottles, cans) and a small counter holding 12-14 entrees.
754	MISC	Definitely a once a year treat that I look forward to around the holidays!
755	FOOD	My friend ordered some of their special sushi rolls which had excellent presentation and tasted great!
756	PAS	The decor in this place is very diner-ish and the kind of place you expect in the East Village - not romantic, just simple, small and sparse.
757	MISC	Very excited to hear that short-term Chef Jason Narone has moved on, he truly was a low point of their Sterling track record.
758	FOOD	We ate at this Thai place following the reviews but very unhappy with the foods.
759	MISC	Get the feeling they settled into a groove a while ago.
760	MISC	I DO NOT RECOMMEND THE HEARTLAND BREWERY.
761	MISC	I guess the way my friends and I described it was The French Colonies.
762	FOOD	I've never had bad service and the fish is fresh and delicious.
763	FOOD	Thalia is a beautiful restaurant with beautiful people serving you, but the food doesn't quite match up.
764	MISC	but overall i give it a 10
765	PAS	Lunch came with pickels and slaw, no extra charge.
766	MISC	This is by far my favorite place in the neighborhood.
767	MISC	Have been several times and it never dissapoints.
768	FOOD	I'm still mad that i had to pay for lousy food.
769	FOOD	very good breads as well.
770	MISC	i dont how this place is still running.
771	FOOD	Best Italian food I ever had (and being Italian, that means alot).
772	PAS	At 5 dumplings for $1, you just cannot go wrong.
773	FOOD	Apparently, the good cook works then.
774	FOOD	It costs $2 extra to turn a regular roll into an inside-out roll, but the roll more than triples in size, and that's not just from the rice.
775	PAS	I must say it's a little pricey for the food because it was not as spectacular as the view.
776	PAS	For those prices and the dressed up atmosphere you expect more and should get more.
777	FOOD	To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.
778	PAS	Don't waste money on decor.
779	MISC	Went on a 3 day oyster binge, with Fish bringing up the closing, and I am so glad this was the place it O trip ended, because it was so great!
780	PAS	My wife and I always enjoy the young, not always well trained but nevertheless friendly, staff, all of whom have a story.
781	FOOD	The soup for the udon was soy sauce and water.
782	PAS	The whole set up is truly unprofessional and I wish Cafe Noir would get some good staff, because despite the current one this is a great place.
783	PAS	Some of the finest latin women you'll see in your life hang out at Jimmy's.
784	FOOD	I started out with a Bombay beer which was big enough for two.
785	MISC	I definitely will go back.
786	FOOD	I am not sure if I would call the food here Indian as it is a fusion of what seems to be French with an Indian or exotic touch.
787	MISC	Stay away from this place.
788	MISC	With so many poor experiences to be had in the theater district, is truly an excellent find!
789	FOOD	By far, the best pizza in Manhattan.
790	PAS	The staff is excellent, specjal: that girl behind the bar, european chic.
791	PAS	Best of all is the warm vibe, the owner is super friendly and service is fast.
792	FOOD	Both are delicious, the cooks are friendly and are willing to take a moment and speak to you and shake your hand.
793	PAS	Moderate prices.
794	FOOD	Very good wine choices.
795	FOOD	Each bite of food at Kai was indeed delicious, fresh, and elegant.
796	FOOD	my picks: Guizhou chicken, fish with hot bean source, fish fillet in spicy source (special menu).
797	MISC	I am Indian, and I have tried many Indian places in NY.
798	MISC	Gigino's in Wagner Park is so enjoyable.
799	PAS	Though you will undoubtedly be seated at a table with what seems like barely enough room (no matter what the size of your party), the warm atomosphere is worth the cramped quarters- you'll have fun and forgot about the tight spot you're in.
