id	category	descript
554	PAS	If you don't mind all that noise then go to the Chart House.
555	PAS	But they don't have a toaster, which is strange.
556	FOOD	my personal favorite is an everything bagel with lox spread, but all the bagles are unbeliavably good.
557	FOOD	The food is above average for midtown and sligtly better than some of the other Heartland Breweries in the city.
558	FOOD	All I can say is $2 pints during happy hour and the some of the cheapest oysters you'll find in the city, though the quality is some of the best.
559	FOOD	The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).
560	MISC	Will never be back.
561	MISC	This place is great.
562	PAS	Great romantic place for a date (try to get the corner booth table for a little privacy and to sit close!).
563	FOOD	And they have these home made potato chips at the bar that are the most delicious things in the world!
564	MISC	A word to the wise - the Hoboken health inspector clued me to his findings that this is THE cleanest restaurant in town.
565	PAS	This tiny restaurant is as cozy as it gets, with that certain Parisian flair.
566	MISC	When asked about how a certain dish was prepared in comparison to a similar at other thai restaurants, he replied this is not Mcdonald's, every place makes things differently While it is understandable that every place is indeed different, there was not a need to be uncourteous to customers and downright rude.
567	PAS	There is also very limited seating and there can be a substantial wait in getting food at peak times.
568	FOOD	if you're looking for perfect traditional sushi, go here - if you're looking for interesting combinations, try sushi of gari's (east side).
569	PAS	It's true, you feel like your in a scene from Goodfellas.
570	FOOD	We ate here in March, 2006 and ordered the pre-theatre 3-course dinner with wine flight.
571	PAS	Why make a reservation if you aren't going to keep it?
572	PAS	Ok, so the servers wander around a little clueless, but there's more than enough servers for the crowd they get -- it's fine, you just have to make a small effort to get their attention.
573	FOOD	They are served with a free appetizer and the portions are perfect for lunch.
574	FOOD	you can actually get 2 salads worth if u take it home and add it to some lettuce!
575	FOOD	Great food, great decor, great service.
576	PAS	We didn't get drink refills and she didn't even offer us the option of dessert.
577	MISC	Searching to get out from the cold, freezing weather, we went into what we thought was a deli.
578	FOOD	I have never had cheescake like this.
579	MISC	How do you rate home?
580	FOOD	The service was excellent and the food was delicious.
581	PAS	And it was quick which is very important.
582	FOOD	We were disappointed with the pre-fixe menu of only 2 choices per course (other restaurants offer 3 choices) and ended up ordering a la carte.
583	PAS	The restaurant is rather small but we were lucky to get a table quickly.
584	FOOD	What came to our table was burned beyond recognition and stringy.
585	FOOD	I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices.
586	PAS	Good, dark atmosphere and the music is a nice touch.
587	FOOD	The spicy tuna roll was unusually good and the rock shrimp tempura was awesome, great appetizer to share!
588	FOOD	It won't break the bank but I also wouldnt come back for the food.
589	FOOD	The tastes makes your mouth water for more.
590	FOOD	skip dessert.
591	FOOD	If you want a casual neighborhood bistro that has great food and excellent service, this is the place.
592	PAS	Here's to the fake fish tanks too...
593	MISC	I loved it.
594	MISC	It's simply the best meal in NYC.
595	MISC	If you want something really different than try Jekyll and Hyde.
596	PAS	A little noise but I think that was because of our party!
597	PAS	Our last time there a few weeks ago was early at 5pm and it was very crowded and noisy.
598	FOOD	I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.
599	FOOD	Chinese Desserts are known for healthful benefits in addition to the sweetness.
600	PAS	The service varys from day to day- sometimes they're very nice, and sometimes not.
601	PAS	The hostess and the waitress were incredibly rude and did everything they could to rush us out.
602	MISC	For Park avenue I expected so much more.
603	FOOD	But the thai is definitely not great -- bland and indistinguished.
604	MISC	To celebrate a birthday, three of us went to Mare anticipating great food.
605	MISC	Owner must have coem on this website to give himself credit.
606	FOOD	Don't go alone---even two people isn't enough for the whole experience, with pickles and a selection of meats and seafoods.
607	FOOD	The food now is inconsistent.
608	FOOD	It is terrific, as is the value.
609	MISC	I can't wait for the nex time.
610	MISC	What for?
611	FOOD	My fiance took me to Scopa last week for my birthday and I couldn't believe the food.
612	MISC	I don't get it, what's so special about Prune ?
613	FOOD	The food there are sastifying.
614	MISC	Mizu is the Japenese find in Grammercy.
615	FOOD	I have been there many times, and food is good and consistent.
616	MISC	IT WAS HORRIBLE.
617	FOOD	I didn't take a look at the rest menu, but the oysters were fantastic.
618	FOOD	I love Indian food and consider myself to be quite an expert on it.
619	FOOD	we split a tasty vegetable samosa and the malai tikka wrap.
620	MISC	Came looking for this place because I heard good things.
621	MISC	A bit breezy up there on the mezzanine from the wind coming from the tracks.
622	PAS	Everyone treats you like you were part of the family.
623	FOOD	This place, however, has a lot less pretension than Joya and the Thai food is still above-average.
624	FOOD	We had the pot-stickers which were great and a tempura dish that was great.
625	FOOD	Raga stands out with an interesting fusion of French and Indian cooking.
626	MISC	Me and my girls will definitely go back.
627	MISC	I've been here 3 times for lunch and it is one of my favorites in the city.
628	FOOD	The cold appetizer dishes taste like the way I remember them to taste when I was growing up in Taiwan.
629	PAS	However, for what we spent, overall, it just was not up to par.
630	MISC	Its located in greenewich village.
631	FOOD	Wine list is not huge but def well selected.
632	MISC	The place wasn't too hard to find, but it was kind of packed, as soon as my boyfriend and I got our food, the line reached the door.
633	FOOD	The food was delicious, the atmosphere was relaxed, and we have now adopted Plate 347 as our Secret on Second!
634	FOOD	I really like both the scallops and the mahi mahi (on saffron risotto-yum!).
635	FOOD	And at the conclusion of this culinary nightmare the check was given to our table by knocking over a glass of water.
636	FOOD	The mussaman curry that I ordered was as thin as water and aside from the poorly fried tofu that I ordered in it, they graciously provided me with ONE piece of poorly cooked potato.
637	FOOD	The food was not fresh, the sauces were bland and very oily.
638	MISC	I go at least 3 times a month and have never been disappointed.
639	MISC	We even had a visit from the Manager who wanted to make sure we were enjoying ourselves.
640	FOOD	We could have made a meal of the yummy dumplings from the dumpling menu.
641	PAS	I had a huge group for my birthday and we were well taken care of.
642	FOOD	Try sushimi cucumber roll.
643	PAS	I'd highly recommend it for a special occasion -- it provides and intimate setting and nice service.
644	FOOD	The food is good, especially their more basic dishes, and the drinks are delicious.
645	MISC	I think this is one of the more underrated places in the city.
646	MISC	Great for large groups and celebrations - our SUPER HAPPY waiter was the entertainment of the evening.
647	MISC	Village is one of those places that scores on all fronts.
648	PAS	in an effort to increase turnover, the restaurant offers no desserts beyond the complimentary espresso cup filled with chocolate mousse.
649	PAS	Ambience is so cute and quaint, good for business although we were there on vacation.
650	MISC	If you were there when it first opened, give this restaurant a second chance.
651	MISC	This place, which is only a few months old, is perhaps Queens' biggest secret!
652	PAS	Price no more than a Jersey deli but way better.
653	MISC	Unbelievable.
654	MISC	Similar to other Indian restaurants, they use the dinner special to attract customers at the door.
655	FOOD	All in all the food was above average and I would return to see how they operate with four or less dinners.
656	FOOD	Service and food is what any one would expect when spending that type of money.
657	PAS	Saturday, Nov. 6th I had a group from work come in with about 35 people and the staff was amazing to accomodate us.
658	MISC	From the street it looks very hidden, and is actually an old warehouse.
659	MISC	GO HERE.
660	PAS	I felt as though I were eating in Paris.
661	PAS	The server was really cool and served us our food and drinks with a smile.
662	PAS	I like the ambience, it's very dark and original.
663	FOOD	All of my co-workers stated that the food was amazing and wondered why they hadn't heard about this place.
664	FOOD	The best thing I tasted were the lambchops.
665	PAS	Delivery service is great too.
666	MISC	hmmm.
667	MISC	IT IS DEFINITELY SPECIAL AND AFFORDABLE.
668	MISC	highly recommended.
669	MISC	Compared to other shabu restaurants around town, this places wins hands-down.
670	PAS	$20 for all you can eat sushi cannot be beaten.
671	FOOD	Having not been home in the last 2 years may skew this reviewer a bit, but the food was tasty and spicy sans the oil that comes floating along at similar venues.
672	MISC	I have never had anything like it!
673	MISC	I came here for my friend's birthday and keep coming back ever since.
674	FOOD	The food always tastes fresh and served promptly.
675	FOOD	I could have drank 4 glasses of water and still been parched - so watch out.
676	MISC	this is can became on e of the NY Italian Food fare institutions.
677	FOOD	A cool bar with great food, and tons of excellent beer.
678	FOOD	Their pad penang is delicious and everything else is fantastic.
679	MISC	Definitely not a restaurant to skip!
680	PAS	Otherwise, this place has great service and prices and a nice friendly atmosphere.
681	FOOD	The ingredients taste fresher, the crust is thinner and crispier, the slice is less oily, and it's never burnt like it occasionally is at Joe's.
682	MISC	This place is greatly welcome in the desolate little strip between the Prospect Expressway and Greenwood Cemetery - a wasteland we like to call The Sliv.
683	MISC	and there's no way out.
684	PAS	When he finally did, he was unable to make a gin and tonic -- couldn't find tonic.
685	FOOD	Great sushi experience.
686	FOOD	Saul is pretty good, but definitely not great.
687	MISC	Off the beaten path, this jewel of a restaurant shines just one block away from the plethora of 6th street Indian restaurants.
688	MISC	I was wrong.
689	PAS	In summer-eat outside on a terrace (another great feature of Suan)!!!
690	MISC	Oh right, I should probably say something nice.
691	FOOD	Overall, the ingredients and technique are there and I am encouraged enough to return at lunch or dinner to see whether the boldness of the flavour palette improves.
692	MISC	I came to this restaurant expecting to be surprised but left bored and overcharged.
693	FOOD	All of it was simply amazing, unique and tasty and best of all it didn't break the bank.
694	FOOD	Food was OK - fish was cooked well.
695	FOOD	Not only is the cuisine the best around, the service has always been attentive and charming.
696	FOOD	It was divine melts in your mouth.
697	MISC	It's better than being on the roof of Sutton Place with 19 year old interns jabbing you in the ribs all night.
698	MISC	HIGHLY RECOMMENDED for a first date.
699	FOOD	Overall, the best bagel in town.
700	PAS	There was a great deal for 6 Blue Point oysters and a beer or glass of wine for $8!
701	MISC	I don't get it either.
702	MISC	We arrived for dinner expecting to be impressed by a place that has an impressive past - but, that's just it -- the PAST!
703	PAS	This place is a great bargain.
704	MISC	JUST AWSOME.
705	PAS	Ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away.
706	FOOD	When he's not making authentic Neapolitan pizza in the open brick oven or lightly frying zucchini blossoms, he's visiting the regulars (a growing legion) and checking on newcomers.
707	FOOD	You should pass on the calamari.
708	FOOD	The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.
709	FOOD	my picks are:  - Scallion Pancake (fried with vegetable juice, very special and tasty)  - Guizhou Chicken  - Shredded Squid Family Style (one of my personal favorites)  - Sichuan Spicy Soft Shell Crab  - Shuizhu Fish (this one is for hardcore Sichuan food fans, I wouldn't recommend to my American friends as it's very spicy.
710	MISC	Every time in New York I make it a point to visit Restaurant Saul on Smith Street.
711	FOOD	A glass of Leaping Lizard, a glass of prosecco, and the mussels had everything happy.
712	PAS	Everyone is welcomed in as family.
713	MISC	I've read some of the previews reviews - people are either not New Yorkers or have more appreciation for ambience then food.
714	PAS	They are still living in the dark ages and do not have an answering machine, so if you want to make a reservation you are limited.
715	FOOD	The octopus eaters were floored by the Octopus salad.
716	MISC	Good luck getting a table.
717	FOOD	I LOVE their spicy scallop roll, and my boyfriend consistently gets the sesame chicken.
718	PAS	I was back-to-back with the diner at the table behind me and wait staff had to hoist trays over our heads as they squeezed past us again and again.
719	PAS	This place is always very crowded and popular.
720	MISC	Overall, excellent restaurant!
721	PAS	For $600 ( the most we have ever paid) not even waving a magic wand will ever get us back for a repeat performance.
722	MISC	this one is definintely my least favorite.
723	MISC	A one women show!
724	FOOD	The scallion pancakes and fried dumplings were nothing out of the ordinary.
725	FOOD	The food is nothing like its menu description.
726	PAS	If you go for the pre-theatre menu, it's an even greater deal.
727	FOOD	If you love seafood, you would love this place!
728	MISC	We were still sitting at the bar while we drank the sangria, but facing away from the bar when we turned back around, the $2 was gone the people next to us said the bartender took it.
729	MISC	overall, a solid restaurant and at less than $40pp (including wine), a solid deal as well.
730	PAS	Nice ambiance, nice little bar, good bartender, Francois, and good service.
731	FOOD	Plain and simple it's bad thai food.
732	PAS	Filled with suits, though, so you never really feel terribly comfortable.
733	FOOD	Did I mention the wine?
734	MISC	After really enjoying ourselves at the bar we sat down at a table and had dinner.
735	FOOD	The Halibut was too salty, dessert was so so (don't waste any of your calories) and service was poor.
736	FOOD	The porcini mushroom pasta special was tasteless, so was the seafood tagliatelle.
737	MISC	But trust me it is so worth it.
738	MISC	The restaraurant is very small so reservations are a must.
739	FOOD	The portions are large and the servers always surprise us with a different starter.
740	MISC	You guys are awesome!
741	PAS	The owner truly caters to all your needs.
742	MISC	go to any corned indian restaurant, and the little india strip along east 6 st rules supreme!
743	FOOD	The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.
744	FOOD	The food was delicious and the waiter was incredibly helpful and attentive (considering we were the only ones there for the first hour).
745	MISC	We have been to Montparnasse many times and return often for good reason.
746	MISC	I got enough reasons to keep coming back!!!
747	FOOD	Even though its good seafood, the prices are too high.
748	MISC	A great addition to Smith Street: finally, a place that's not pretentious and filled with women wearing Ugg boots.
749	MISC	We would like to thank Marcelo and Grace for a wonderful dining experience!!!
750	FOOD	My husband said he could've eaten several more, the portion was fine for me he even exclaimed that the french fries were the best he has had.
751	FOOD	Also, specify if you like your food spicy- its rather bland if you don't.
752	MISC	Just remember, the later you go, the longer you may have to wait.
753	FOOD	Succulent steaks cooked precisely to your desired 'doneness' accompanied by salads and sides that don't look like leafy road kill.
754	FOOD	The sicilian is my favorite it is moist not dry like most places but all their pizza is great!
755	PAS	Very affordable and excellent ambient!
756	FOOD	The Pad Thai is excellent here, as well.
757	MISC	You can't go wrong here.
758	MISC	That said, I thought Scalini Fedeli was one of the best dining experiences I've EVER had.
759	FOOD	My husband had the mesclun, salmon, and ice cream and he enjoyed all 3 courses.
760	FOOD	The sushi is average and the prices are anything but.
761	FOOD	I recommend the garlic shrimp, okra (bindi), and anything with lamb.
762	MISC	Keep up the good work guys!
763	PAS	Some servers make you feel like they are doing you a favor to bring you the food.
764	MISC	despite the untasteful previous review...
765	PAS	The service does sometimes lack focus and it is not ideal if you are in a hurry but I have never been treated rudely.
766	PAS	The lunch special is an asbolute steal.
767	PAS	I've never been treated so rudely.
768	FOOD	Most importantly, food is excellent.
769	PAS	Nobody at this restaurant will give firm answers about anything and in the end, not one person takes responsibility for anything.
770	FOOD	For great chinese food nearby, you have Wu Liang Ye and Grand Sichuan just a block away.
771	MISC	Even though I made the reservation at 3pm for the same night through Dinnerbroker, we were seated at a table with one of the best view!
772	FOOD	By far this is the only chinese desserts place I know in NY or anywhere close in the Northeastern America that serves desserts with frog jelly in a couple of varieties and pig feet ginger simmered in black vinegar.
773	FOOD	otherwise, good stuff for late nite eats.
774	FOOD	With the theater 2 blocks away we had a delicious meal in a beautiful room.
775	PAS	Told us to sit anywhere, and when we sat he said the table was reserved.
776	MISC	I am a die hard peep lover.
777	PAS	Despite the fact that the space is large, they've overcrowded the floor with tables.
778	MISC	I try my best to give an accurate description of any establishment visited.
779	MISC	I wasn't there for the Half-Price Saturday Night Special, but Tuesday Night.
780	MISC	I'm told that it is open 24hrs which is good.
781	PAS	The decor is very simple but comfortable.
782	FOOD	Looking around, I saw a room full of New Yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.
783	FOOD	Horrible food and Horrible service.
784	FOOD	What an amazing meal and experience!
785	FOOD	$6 and there is much tasty food, all of it fresh and continually refilled.
786	MISC	THE FRANKENSTEIN SHOW WAS THE BEST.
787	FOOD	The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.
788	FOOD	I have never before eaten 40 pieces of relatively good nigiri.
789	FOOD	head and shoulders above its neighboors on east 6 st, taj mahal is also very comparable, in food quality, to the much overpraised (and underdeserving) baluchi's.
790	MISC	We were not dissappointed in the least bit by this little gem.
791	FOOD	Simple comfort food and what hot and lage portions.
792	MISC	Its a great place for a casual date or to entertain clients for lunch.
793	MISC	I take all my NYC guests to VT's.
794	FOOD	The puke green walls leave a lot to be desired, but the food is very good.
795	FOOD	The banana tower is an amazing dessert as well.
796	PAS	I must say the view of NYC is so beautiful!
797	PAS	First the wrong bread came out with the appetizer, then when i tried to order a second glass of wine for my main course...
798	FOOD	I found the food, service and value exceptional everytime I have been there.
799	MISC	We do not need to go to a four-star restaurant anymore.
800	PAS	The bill is approximately $25 for 2 at lunch without drinks.
801	PAS	It was like the servers forgot that they actually worked there and instead wanted to hang out and be cool.
802	PAS	We were well attended to by the enthusiastic staff especially the manager Tony Gaskin who made excellent suggestions for our menu selections.
803	MISC	I am reluctant to write because I would not want my jem of a pizza place to become overcrowded.
804	PAS	The service was attentive and her suggestions of menu items was right on the mark.
805	MISC	DO not try unless you're just going there to hang out like the rest of the hipsters who apparently have no sense of taste.
806	MISC	This is my fourth try over a two year period, and I'm done.
807	MISC	I will not be coming here at 3am again.
808	MISC	Place should also have a 1,2,3 chili rating to be more authentic...
809	PAS	The servers give you some sample slices of your order while you wait (shortly I might add).
810	PAS	Decor is minimalist and clean - nothing to distract or commend.
811	FOOD	The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese.
812	MISC	A must try!
813	MISC	Anyway, this is the last time I cross the williamsburg.
814	MISC	To speak of the Park Side, words can not describe.
815	MISC	I recommend this place to everyone who asks me where to go for a good meal.
816	MISC	My six year old loved it.
817	PAS	The only concern i have is with the slighly all-business waitstaff who order and throw the food down, rushing you out.
818	FOOD	The fish was adequate, but inexpertly sliced.
819	MISC	I have been here a few times for dinner, once for brunch and twice for lunch.
820	MISC	A great way to make some money is to buy a case of snapple from Costco and sell it right outside for only $2.50.
821	FOOD	Steamed fresh so brought hot hot hot to your table.
822	MISC	After passing by this restaurant for sometime I finally decided to go in and have dinner.
823	FOOD	Southern Indian cuisine is still there, too.
824	PAS	Take a good sense of humor,an American express card with no limit, walk out with a lollipop,gift bag in hand and enough marketing materials for alain to to take the show on the road
825	FOOD	What generous portions!
826	MISC	Too bad Latin Quarters closed.
827	FOOD	Prices are higher to dine in and their chicken tikka marsala is quite good.
828	FOOD	Food and service was okay.
829	MISC	It is the type of place to run into old friends and have a late, raucus dinner.
830	MISC	As a retired hipster, I can say with some degree of certainty that for the last year Lucky Strike has been the best laid-back late night in the city.
831	MISC	Definitely worth the trip to Battery Park City!
832	MISC	My boyfriend and I have been to The Minnow four times now and we have consistently been impressed.
833	FOOD	For years, I thought Tuscan cuisine was the best, but Salvatore converted me to the hearty Neapolitan fare on my first visit.
834	FOOD	Baluchi's has solid food and a nice decor at reasonable prices.
835	PAS	It takes forever to get a drink and they almost always forget to bring something (although they dont forget to charge you for it.
836	FOOD	We had crawfish boiled and despite making a mess, it was a ton of fun and quite tasty as well.
837	MISC	Our first time in New York and we had to try a New York Bagel.
838	FOOD	Don't dine at Tamarind for the vegetarian dishes, they are simply not up to par with the non-veg selections.
839	MISC	I've been to Naples 45 for dinner twice.
840	FOOD	If you'd like to have a nice light meal with an asian accent, Long Tan is a good place on the slope.
841	MISC	After hearing a lot of great things about the restaurant, and passing by it on a daily basis, we decided to try.
842	MISC	I am so coming back here again, as much as I can.
843	MISC	Save your money and don't waste your calories, go to Margharita's on Washington Street instead, they have amazing food and the BEST service.
844	MISC	I think locals rate this place so high.
845	MISC	For an untrendy rip-off- eat here.
846	FOOD	The owners and employees are friendly and their pizza is fantastic.
847	FOOD	You don't go to Mizu for excellent service, you go for the large amounts of food, the amiable atmosphere, and the hole-in-the-wall feeling of the place.
848	FOOD	Food-awesome.
849	FOOD	Right off the L in Brooklyn this is a nice cozy place with good pizza.
850	PAS	They were very abrupt with me when I called and actually claimed the food was late because they were out of rice.
851	PAS	Service was excellent, and the AC worked very well too (thank God, it was hot!).
852	MISC	Yeah the crowd can take it a bit seriously, but it shouldn't.
853	PAS	Service was very prompt but slightly rushed.
854	FOOD	We both opted for a pasta dish and they were served timely and fresh.
855	FOOD	The food is prepared quickly and efficiently.
856	FOOD	The food is great and they have a good selecion of wines at reasonable prices.
857	MISC	Just wish they'd expand.
858	FOOD	My boyfriend ate tuna and it was cooked perfectly!
859	FOOD	The food's dazzling flavors overwhelm the palate, truly embracing the beauty of authentic Thai cuisine.
860	FOOD	The service was excellent and the food was delicious.
861	MISC	I am bringing my whole family back next time.
862	MISC	This is the first time Citysearch did't call it right.
863	MISC	All in all, this midtown gem instantly became one of my favorite sushi restaurants in the city.
864	FOOD	The food was good too.
865	FOOD	Check it out, it won't hurt your stomach or your wallet.
866	MISC	This is, by far, my favorite restaurant in NYC and I only wish it were more affordable so I could go more often!
867	PAS	May, the owner always has a smile on her and will warmly greet you.
868	MISC	I absolutely love this place!!!
869	PAS	The service was mediocre, and the lack of air conditioning made for a less than comfortable meal.
870	PAS	Why do people rave about the ambience.
871	FOOD	The dish had like 6 pieces of beef in it.
872	MISC	Don't be fooled by crowds of people.
873	FOOD	The pizza is overpriced and soggy.
874	FOOD	I tend to judge a sushi restaurant by its sea urchin, which was heavenly at sushi rose.
875	FOOD	Hats off to the chef.
876	MISC	If you're in town, it's worth searching for another place.
877	FOOD	Good, because hey, it's more food, but bad because dim sum is supposed to be smaller portions so you can try out more dishes and smaller so that each dish is cheap.
878	MISC	Were meeting up with some friends for a drink at Lafayette 161 and happened to walk by Thai Angel famished.
879	MISC	We spent $200 in this place and left hungry and very disappointed.
880	MISC	A great choice at any cost and a great deal.
881	PAS	The food is so cheap and the waiters are nice.
882	PAS	Kenny the owner is always there and he treats my family like we are part of his family.
883	PAS	The takeout is great too since they give high quality tupperware as well.
884	PAS	they bring service up a notch by offerng complementary amuse bouche to all tables and gave us a small dessert for our celebration.
885	PAS	THe back garden sitting area is very pleasant, where you can see their personal herb garden.
886	MISC	I have been doing all of the above at the Heartland Brewery for over 5 years now and I HAVE NEVER BEEN DISAPPOINTED!
887	MISC	Everytime I decide to try another place on the UES, I get angry that I didn't just go to Zucchero Pomodori.
888	FOOD	I had the salmon dish and while it was fine, for the price paid, I expected it to have some type of flavor.
889	FOOD	Also, don't plan on asking for your favorite roll, if it's not on the menu, you can't have it.
890	PAS	I had to share my table with a loud group of kids and the service was rude an unattentive.
891	PAS	We asked to be moved (which took half an hour), and then were seated in a high traffic area in the back, even though the rest of the room was practically empty.
892	PAS	NO more reservations, expensive tips and annoying stuff.
893	PAS	Since it literally is a complete hole in the wall, it's a bit intimidating at first, but you get over that very quickly as soon as the friendly staff welcomes you - don't hesitate to ask for help with what to get.
894	FOOD	While the food was excellent, it wasn't cheap (though not extremely expensive either).
895	PAS	We've never had any problems with the staff but maybe we've been lucky?
896	FOOD	If you're looking for a place to sit down, have a drink and conversations with friends, go to sweet-n-tart and order yourself a hong-kong styled milk and tea with tapioca pearls (hot).
897	PAS	The kitchen however, is almost always slow.
898	MISC	We had a great time at the Jekyll and hyde Pub last night.
899	MISC	Ahhh...
900	MISC	The space is nice but when we order our drink we were in for a surprise.
901	MISC	Go here.
902	MISC	I went to this restaurant with a woman that I met recently.
903	MISC	He always says, I don't have customers.
904	MISC	Just moved to the neighborhood and we've been trying all the West Village Sushi restaurants.
905	PAS	people are rude bit again it's new york!
906	FOOD	We shared a bottle of sake, an order of edamames, and she had the sushi plate while I had the sashimi.
907	MISC	My friends and I were on vacation in NY and was referred to Chance by a friend.
908	PAS	Service is average.
909	PAS	They didn't give us the dinner special until we asked for it.
910	FOOD	The service is outstanding and my crab-cake eggs benedict could not have been better.
911	PAS	It's a much more grown up restaurant compared to the rest of the street.
912	FOOD	If I could rate the people this place would be off the charts - unfortunately - the pizza, sorry - not the best in NYC.
913	FOOD	I care more about the food and ambience.
914	MISC	I had a grat time at Jekyll and Hyde!
915	PAS	Decor leaves something to be desired.
916	FOOD	like saying her bread comes from a special bakery when we have seen her buying it dowtown manhathan.
917	FOOD	But that wasn't the icing on the cake: a tiramisu that resembled nothing I have ever had.
918	FOOD	I am not a vegetarian but, almost all the dishes were great.
919	MISC	I go and eat out at many different restaurants and this is one place you have go and try.
920	FOOD	I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.
921	MISC	But WARNING: to all those that use this site be weary, be very weary of recommendations.
922	PAS	Again, the waitress was awesome.
923	MISC	Shockingly easy to throw a group dinner here: simple contract, deposit only to hold the date the entire 2nd fl mezz for our grp of 20.
924	MISC	The two star chefs left quite some time ago to open their own place.
925	FOOD	He has visited Thailand and is quite expert on the cuisine.
926	MISC	I would go back.
927	FOOD	One of us actually liked the expresso - that's it.
928	PAS	When we sat, we got great and fast service.
929	MISC	(La Rosa is connected by a swinging door to the Mexican restaurant Pacifico).
930	FOOD	Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best, freshly baked bread!
931	MISC	Once they ran out of Gnochi and made it for me from scratch!
932	FOOD	Service is friendly, prices are good - delivery time was a little slow, but for the way this pizza tastes, I'm willing to overlook it.
933	PAS	The service was excellent - friendly and attentive.
934	PAS	The prices are about $9 for an entree for dinner and even less for lunch.
935	PAS	But $1 for each small piece???
936	MISC	What more could you want?
937	MISC	Have recommended the place to friends, always gets good response.
938	FOOD	I ordered the crab cocktail and it was soaked in a lime juice concoction where all you could taste was the lime.
939	MISC	When we arrived at 6:00 PM, the restaurant was practically empty.
940	MISC	It's great to go for a quick lunch either alone or with a friend.
941	MISC	So my husband made up an excuse so we can leave.
942	MISC	I have eaten at many pizza places around NYC and this is hands down the worst.
943	FOOD	Haru serves very fresh fish, has a trendy, modern ambiance, prime location on Park Avenue South and friendly service.
944	PAS	This place is a literal hole-in-the-wall that is buried within Doyers, right off of Pell St (barber's alley) in Chinatown.
945	PAS	Besides, when you have bad service, that's less money you have to tip.
946	FOOD	The red curry is weak and tasteless, the pad thai is stuck together and lumpy, the rice is often overcooked, and the seafood is pretty sketchy.
947	FOOD	THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.
948	MISC	Went inside and I started to get excited.
949	MISC	I went with 5 friends and we lingered at the table for a bit and didn't feel rushed at all even though there was a wait.
950	FOOD	Beef noodle soup is good as well.
951	FOOD	The takeout menu says to keep an eye out for an expanded menu offering more italian dishes, I can't wait!
952	FOOD	Be sure to try the seasonal, and always delicious, specials.
953	FOOD	Excellent atmosphere, delicious dishes good and friendly service.
954	PAS	Great staff.
955	MISC	Yeah, it's that good.
956	FOOD	(Always ask the bartender for the SEASONAL beer!!!
957	FOOD	A touch more jalapeno heat for contrast and it would have been very good indeed.
958	MISC	Tends to turn people away.
959	FOOD	so garantuan that you can't fit them in a toaster.
960	PAS	You are paying for the atmosphere, which is nice, but can be had in numerous places in Bay Ridge.
961	MISC	Is just the way it was in days gone by.
962	MISC	It's definately not a place to go if you want to impress someone.
963	MISC	You will find yourself returning quite often.
964	FOOD	Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread.
965	MISC	I'll be back soon.
966	FOOD	This is one great place to eat pizza more out but not a good place for take-out pizza.
967	FOOD	Delicious crab cakes too.
968	MISC	I brought some buddies from CA and they loved it.
969	PAS	The atmosphere is great if your looking for a laid back scene and an inexpensive way to spend a weekend afternoon.
970	PAS	I think the restaurant was too loud (when full) to be romantic.
971	PAS	The service is fantastic.
972	FOOD	The Bagels have an outstanding taste with a terrific texture, both chewy yet not gummy.
973	MISC	This is a fun restaurant to go to.
974	MISC	Sexy.
975	FOOD	The food was very expensive (we spent $160 for lunch for two) but extremely tasty.
976	FOOD	We started with lox and mussels (the best ive ever had, ever) and had the cod and trout for dinner.
977	PAS	She gets 10 for her excellent service and advice.
978	MISC	I have tried literally every restaurant on curry row.
979	FOOD	Plus they made a perfect martini.
980	FOOD	My boyfriend had the New England Chowder it was good but I think the award should go to the Lobster Bisque.
981	MISC	To give you an idea of how good we thought it was, we ended up going to Ping's three weekends in a row!!!
982	MISC	My girlfiends and I ate at O.G. again last night.
983	FOOD	My husbands was perfect, my was well done and dry.
984	PAS	Prices too high for this cramped and unappealing resturant.
985	FOOD	The food there is so good that even to order out the wait is incredible.
986	MISC	I don't know who they think they are but they have no respect for the residents of the neighborhood ever since they opened their cabaret next door and blasts loud music till three in the morning every weekend during the summer.
987	MISC	I was so sad to read the bad reviews this place got!
988	FOOD	The Yellowtail was particularly good as well.
989	PAS	Don't expect to sit down inside though, there are only a few tables and they are always full.
990	PAS	The table service could have been a little more attentive but as someone who also works in the service industry, I understood they were busy.
991	MISC	Was surprisingly disappointed.
